$formatNumber(0.000012345, "#%e0,.", {"digit": "9"})	ERR D3087 The sub-picture must not contain a 'grouping-separator' character that appears adjacent to a 'decimal-separator' character
$formatNumber(0.000012345, "0,9-1e.", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, "‰", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, "0$E,,%", {"digit": "9"})	ERR D3089 The sub-picture must not contain two adjacent instances of the 'grouping-separator' character
$formatNumber(0.000012345, ",19$-0$", {"exponent-separator": "."})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(99.5, "‰")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, ".0ee", {"digit": "9"})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(1.3, "9-", {"digit": "9"})	"1-"
$formatNumber(0.000012345, "$-1", {"digit": "9"})	"$-0"
$formatNumber(1.3, "‰ee00%0", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, "e1Ee-0", {"exponent-separator": "."})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, "e", {"digit": "9"})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(0.000012345, "0E1.‰", {"exponent-separator": "."})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(1.3, "1 ", {"exponent-separator": "E"})	"1 "
$formatNumber(1.3, "‰ - e9 ", {"exponent-separator": "E"})	"‰ - e1300 "
$formatNumber(0.000012345, "9‰ $# #", {"exponent-separator": "E"})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1234.5678, "%1")	"%123457"
$formatNumber(7, "#", {"exponent-separator": "E"})	"7"
$formatNumber(0.000012345, "%01")	"%00"
$formatNumber(7, "‰9")	"‰7000"
$formatNumber(1234.5678, "01", {"digit": "9"})	"1235"
$formatNumber(1.3, "-1#0", {"exponent-separator": "E"})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(7, ".$$#", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(0.000012345, "9 -000")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, "-19,E", {"digit": "9"})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1.3, " %9..##")	ERR D3081 The sub-picture must not contain more than one instance of the 'decimal-separator' character
$formatNumber(1.3, "0 $0e19")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, ", ", {"exponent-separator": "."})	ERR D3088 The sub-picture must not contain a 'grouping-separator' at the end of the integer part
$formatNumber(99.5, "E01 ‰", {"digit": "9"})	"E99500 ‰"
$formatNumber(99.5, "e%", {"digit": "9"})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(0.000012345, "%#%#", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(7, ".", {"exponent-separator": "."})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(7, "%‰9", {"exponent-separator": "."})	ERR D3084 The sub-picture must not contain both a 'percent' and a 'per-mille' character
$formatNumber(0.000012345, "90E%, 0")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(0.000012345, "%")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(0.000012345, "‰e#0-#,", {"exponent-separator": "E"})	ERR D3088 The sub-picture must not contain a 'grouping-separator' at the end of the integer part
$formatNumber(0.000012345, "e1-0$E")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(7, ",Ee", {"exponent-separator": "E"})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(99.5, "-.e")	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(7, "- -E%")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(0.000012345, "0")	"0"
$formatNumber(7, "‰,009,e", {"exponent-separator": "E"})	ERR D3088 The sub-picture must not contain a 'grouping-separator' at the end of the integer part
$formatNumber(1234.5678, ",9e", {"digit": "9"})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(1.3, "#", {"exponent-separator": "."})	"1"
$formatNumber(1234.5678, "‰ 9‰")	ERR D3083 The sub-picture must not contain more than one instance of the 'per-mille' character
$formatNumber(7, "0,.0,‰", {"exponent-separator": "E"})	ERR D3087 The sub-picture must not contain a 'grouping-separator' character that appears adjacent to a 'decimal-separator' character
$formatNumber(1234.5678, "-- $.0", {"digit": "9"})	"-- $1234.6"
$formatNumber(99.5, "#-1# ,")	ERR D3088 The sub-picture must not contain a 'grouping-separator' at the end of the integer part
$formatNumber(99.5, "-9. E", {"exponent-separator": "E"})	"-100 E"
$formatNumber(99.5, "9E", {"exponent-separator": "E"})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(99.5, ", -‰e0e", {"digit": "9"})	ERR D3092 A sub-picture that contains a 'percent' or 'per-mille' character must not contain a character treated as an 'exponent-separator'
$formatNumber(0.000012345, "999E0")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, ".100", {"digit": "9"})	"1.300"
$formatNumber(7, ".0-0#,1", {"exponent-separator": "E"})	ERR D3091 The fractional part of the sub-picture must not contain an instance of the 'optional digit character' that is followed by a member of the 'decimal digit family'
$formatNumber(0.000012345, "1", {"exponent-separator": "."})	"0"
$formatNumber(99.5, "11%", {"exponent-separator": "."})	"9950%"
$formatNumber(99.5, " 1-010.", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(99.5, "--9-")	"--100-"
$formatNumber(99.5, "‰", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, "-e#E ", {"exponent-separator": "."})	"-e1235E "
$formatNumber(7, "9e", {"exponent-separator": "E"})	"7e"
$formatNumber(0.000012345, "1#,9", {"digit": "9"})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1.3, "‰0# #.", {"exponent-separator": "E"})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1.3, "1$10E#", {"exponent-separator": "."})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1234.5678, "%.,09")	ERR D3087 The sub-picture must not contain a 'grouping-separator' character that appears adjacent to a 'decimal-separator' character
$formatNumber(7, "-0%%9", {"exponent-separator": "."})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, ",% .$.0", {"exponent-separator": "."})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(0.000012345, "9", {"digit": "9"})	"0"
$formatNumber(0.000012345, "‰EE0, ", {"exponent-separator": "."})	ERR D3088 The sub-picture must not contain a 'grouping-separator' at the end of the integer part
$formatNumber(1234.5678, "09%19$0")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, "9‰-$#99", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(0.000012345, "0 0$--‰", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(99.5, ",0")	"1,0,0"
$formatNumber(1234.5678, "  0##", {"exponent-separator": "E"})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1234.5678, " ,e%0", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(0.000012345, "9", {"exponent-separator": "E"})	"0"
$formatNumber(99.5, ",$##0E", {"exponent-separator": "E"})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(0.000012345, "$99‰9", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(99.5, "0.", {"digit": "9"})	"100"
$formatNumber(7, "#$9e#")	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(99.5, ",,-.", {"exponent-separator": "E"})	ERR D3089 The sub-picture must not contain two adjacent instances of the 'grouping-separator' character
$formatNumber(99.5, "e0#90-.", {"digit": "9"})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1234.5678, "E10‰", {"exponent-separator": "E"})	"E1234568‰"
$formatNumber(1.3, "‰ ", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, "00‰9#%0", {"digit": "9"})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(0.000012345, "% %.-$0")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(99.5, "e$0# 9 ", {"exponent-separator": "E"})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1234.5678, "1# ", {"exponent-separator": "."})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(99.5, "01", {"digit": "9"})	"100"
$formatNumber(0.000012345, " 01%‰.", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(7, "#", {"exponent-separator": "."})	"7"
$formatNumber(1.3, "%.0#E%e")	ERR D3082 The sub-picture must not contain more than one instance of the 'percent' character
$formatNumber(1234.5678, "1", {"exponent-separator": "."})	"1235"
$formatNumber(0.000012345, "0 ,E,", {"exponent-separator": "."})	ERR D3088 The sub-picture must not contain a 'grouping-separator' at the end of the integer part
$formatNumber(7, "E‰e # ")	"E‰e 7000 "
$formatNumber(99.5, "0.,1", {"exponent-separator": "E"})	ERR D3087 The sub-picture must not contain a 'grouping-separator' character that appears adjacent to a 'decimal-separator' character
$formatNumber(99.5, "$-")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(99.5, "9#e‰‰e")	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(1234.5678, "1.0,", {"exponent-separator": "E"})	"1234.6,"
$formatNumber(0.000012345, "010e%", {"exponent-separator": "."})	"000e%"
$formatNumber(0.000012345, " %")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(7, "90EE ")	"07EE "
$formatNumber(1.3, "9%", {"digit": "9"})	"130%"
$formatNumber(0.000012345, "%#,e%,")	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(7, "0.$‰1", {"exponent-separator": "."})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(7, "$")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, "1$,")	ERR D3088 The sub-picture must not contain a 'grouping-separator' at the end of the integer part
$formatNumber(1234.5678, ", ")	ERR D3088 The sub-picture must not contain a 'grouping-separator' at the end of the integer part
$formatNumber(7, "9#%0$0.")	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(7, "EE -##", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(0.000012345, "$1")	"$0"
$formatNumber(0.000012345, ",‰#,", {"exponent-separator": "."})	ERR D3088 The sub-picture must not contain a 'grouping-separator' at the end of the integer part
$formatNumber(99.5, "$$,‰#90", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(7, "E1")	"E7"
$formatNumber(1.3, "0#E#", {"exponent-separator": "E"})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(99.5, "00", {"exponent-separator": "E"})	"100"
$formatNumber(99.5, "E", {"exponent-separator": "."})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, "#", {"exponent-separator": "E"})	"1235"
$formatNumber(99.5, "E")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(7, "‰$-09-", {"exponent-separator": "E"})	"‰$-7000-"
$formatNumber(0.000012345, "$.E-#e#", {"exponent-separator": "."})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, ".-0e9-", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, "0..#", {"exponent-separator": "."})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(0.000012345, "‰e00e0 ", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(0.000012345, " 9", {"exponent-separator": "E"})	" 0"
$formatNumber(0.000012345, "‰e,e01", {"digit": "9"})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(99.5, ".,9,..")	ERR D3087 The sub-picture must not contain a 'grouping-separator' character that appears adjacent to a 'decimal-separator' character
$formatNumber(1.3, "$E#")	"$E1"
$formatNumber(1.3, "0", {"exponent-separator": "."})	"1"
$formatNumber(0.000012345, "00.,00", {"exponent-separator": "."})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(1.3, " ‰,")	ERR D3088 The sub-picture must not contain a 'grouping-separator' at the end of the integer part
$formatNumber(0.000012345, " ", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(99.5, "e9eE0", {"exponent-separator": "E"})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(99.5, "990", {"exponent-separator": "E"})	"100"
$formatNumber(99.5, "E$-E,", {"exponent-separator": "E"})	ERR D3088 The sub-picture must not contain a 'grouping-separator' at the end of the integer part
$formatNumber(0.000012345, "0E0%9", {"exponent-separator": "."})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, ".E0#", {"exponent-separator": "."})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1.3, "01%0", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, "#%E")	"123457%E"
$formatNumber(1234.5678, "EE0", {"exponent-separator": "E"})	"EE1235"
$formatNumber(1.3, " %1#0", {"exponent-separator": "E"})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1.3, "e9%", {"digit": "9"})	"e130%"
$formatNumber(99.5, "0,$e#", {"exponent-separator": "."})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1234.5678, ".E10-0‰", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(99.5, "0$$", {"digit": "9"})	"100$$"
$formatNumber(0.000012345, "%", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, "e$0#E")	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1234.5678, "0")	"1235"
$formatNumber(1234.5678, ",#0", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, "e#e#", {"exponent-separator": "."})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(99.5, "e EE0E9", {"digit": "9"})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1234.5678, ",10#0", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, "-$-")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, "%00 0#", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(7, "9##‰‰1")	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1234.5678, "00e‰-00", {"exponent-separator": "."})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(0.000012345, "e01", {"exponent-separator": "."})	"e00"
$formatNumber(1.3, "9‰---$")	"1300‰---$"
$formatNumber(1.3, "-9‰$", {"exponent-separator": "E"})	"-1300‰$"
$formatNumber(7, "00,0%", {"exponent-separator": "."})	"7,0,0%"
$formatNumber(7, ",.0%9", {"exponent-separator": "E"})	ERR D3087 The sub-picture must not contain a 'grouping-separator' character that appears adjacent to a 'decimal-separator' character
$formatNumber(1234.5678, "0‰,-", {"exponent-separator": "."})	ERR D3088 The sub-picture must not contain a 'grouping-separator' at the end of the integer part
$formatNumber(7, "%%%0.")	ERR D3082 The sub-picture must not contain more than one instance of the 'percent' character
$formatNumber(1.3, ",##0‰10", {"exponent-separator": "."})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, "01")	"01"
$formatNumber(0.000012345, "91e0", {"digit": "9"})	"12e-6"
$formatNumber(1.3, "#-0 E09", {"exponent-separator": "."})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, "0.‰-10", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(99.5, "#")	"100"
$formatNumber(99.5, "‰0")	"‰99500"
$formatNumber(99.5, "0e")	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(1.3, "$$%E%", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, ".%##", {"exponent-separator": "."})	".%130"
$formatNumber(1234.5678, "# $9E0#", {"exponent-separator": "E"})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(1234.5678, "#e#-", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(0.000012345, "# e010", {"digit": "9"})	"# e000"
$formatNumber(1.3, "##0%$09", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(0.000012345, "0e0%e1,", {"exponent-separator": "."})	ERR D3088 The sub-picture must not contain a 'grouping-separator' at the end of the integer part
$formatNumber(1.3, ".0", {"exponent-separator": "."})	".1"
$formatNumber(99.5, "eE-#..", {"exponent-separator": "."})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(1.3, "%9-")	"%130-"
$formatNumber(1.3, "##", {"exponent-separator": "."})	"1"
$formatNumber(1234.5678, "%#$.,", {"exponent-separator": "."})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(99.5, "0#-1 9", {"digit": "9"})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1.3, "1,", {"digit": "9"})	ERR D3088 The sub-picture must not contain a 'grouping-separator' at the end of the integer part
$formatNumber(7, "e01")	"e07"
$formatNumber(99.5, "9%0‰$‰", {"exponent-separator": "."})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(99.5, "‰-##", {"exponent-separator": "."})	"‰-99500"
$formatNumber(99.5, " -", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, ",e,#E.-", {"exponent-separator": "E"})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(7, ",1.", {"exponent-separator": "E"})	"7"
$formatNumber(1234.5678, "e", {"digit": "9"})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(7, "00,,,", {"exponent-separator": "."})	ERR D3089 The sub-picture must not contain two adjacent instances of the 'grouping-separator' character
$formatNumber(0.000012345, ".$..", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(0.000012345, "00#$0,1", {"exponent-separator": "E"})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(99.5, " 909-#0")	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(0.000012345, "0#,e", {"exponent-separator": "."})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1.3, "0,$")	ERR D3088 The sub-picture must not contain a 'grouping-separator' at the end of the integer part
$formatNumber(7, "-")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, "9 0", {"exponent-separator": "."})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, "009e")	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(0.000012345, " 10‰", {"exponent-separator": "."})	" 00‰"
$formatNumber(1.3, "0910#", {"exponent-separator": "E"})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1234.5678, ",0#$0$", {"exponent-separator": "E"})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(0.000012345, ",", {"exponent-separator": "."})	ERR D3088 The sub-picture must not contain a 'grouping-separator' at the end of the integer part
$formatNumber(7, "#‰00 e1", {"exponent-separator": "."})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(99.5, ".", {"exponent-separator": "."})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(99.5, "e.e#‰0#", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(0.000012345, "0%e9", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, "e", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, "#9,%. ", {"exponent-separator": "."})	"130,%. "
$formatNumber(1.3, "#", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(7, "0e", {"digit": "9"})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(1.3, "E ", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, ".-, ", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(99.5, "100", {"digit": "9"})	"100"
$formatNumber(1234.5678, "#EE", {"exponent-separator": "E"})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(1234.5678, "Ee0 #", {"exponent-separator": "."})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(7, "$%-9")	"$%-700"
$formatNumber(99.5, "#$.‰$.", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, "10%990", {"exponent-separator": "E"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, "09", {"exponent-separator": "E"})	"1235"
$formatNumber(7, "0010 91", {"exponent-separator": "."})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(99.5, ",9", {"exponent-separator": "E"})	"1,0,0"
$formatNumber(7, "0E%0", {"exponent-separator": "."})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(99.5, "1‰.#‰‰#")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, "E#0", {"digit": "9"})	"E#1235"
$formatNumber(1234.5678, "0e0#", {"exponent-separator": "E"})	ERR D3090 The integer part of the sub-picture must not contain a member of the 'decimal digit family' that is followed by an instance of the 'optional digit character'
$formatNumber(1.3, ",E0")	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1.3, "##0", {"exponent-separator": "."})	"1"
$formatNumber(1234.5678, "e.-", {"digit": "9"})	ERR D3085 The mantissa part of a sub-picture must contain at least one character that is either an 'optional digit character' or a member of the 'decimal digit family'
$formatNumber(99.5, ",01--‰", {"exponent-separator": "."})	"9,95,00--‰"
$formatNumber(1.3, "%e# ", {"exponent-separator": "."})	"%e130 "
$formatNumber(1234.5678, "0", {"digit": "9"})	"1235"
$formatNumber(99.5, "$90E", {"digit": "9"})	"$100E"
$formatNumber(0.000012345, "‰,E00", {"digit": "9"})	ERR D3086 The sub-picture must not contain a passive character that is preceded by an active character and that is followed by another active character
$formatNumber(1234.5678, "E #,0", {"digit": "9"})	"E #1,2,3,5"
$formatNumber(99.5, "#Ee.,,1", {"exponent-separator": "."})	ERR D3093 The exponent part of the sub-picture must comprise only of one or more characters that are members of the 'decimal digit family'
$formatNumber(1234.5678, ",,E$‰%", {"exponent-separator": "."})	ERR D3089 The sub-picture must not contain two adjacent instances of the 'grouping-separator' character
